ms,current,servoWrite,wanted
2,85,0,85
23,85,0,85
44,85,0,85
65,85,0,85
86,85,0,85
107,85,0,85
128,85,0,85
149,85,0,85
170,85,0,85
191,85,0,85
212,85,0,85
233,85,0,85
254,85,0,84
275,85,0,85
296,85,0,85
317,85,0,85
338,84,85,85
359,84,87,85
380,84,84,84
401,84,87,85
422,84,87,85
443,84,87,85
464,83,87,85
485,83,86,84
527,83,86,84
548,83,89,85
569,83,89,85
590,83,86,84
611,83,86,84
632,83,86,84
653,83,86,84
674,83,86,84
695,83,89,85
716,83,86,84
737,83,86,84
758,83,86,84
779,83,86,84
800,83,86,84
821,83,83,83
842,83,83,83
863,83,86,84
884,83,86,84
905,83,86,84
926,83,86,84
947,83,83,83
968,83,83,83
989,83,83,83
1010,83,83,83
1031,83,83,83
1052,83,80,82
1073,83,83,83
1094,83,83,83
1115,83,83,83
1136,83,83,83
1157,83,80,82
1178,83,80,82
1199,83,80,82
1220,82,80,82
1241,82,82,82
1262,82,82,82
1283,82,79,81
1304,82,79,81
1325,82,79,81
1346,82,79,81
1367,82,79,81
1388,81,76,80
1409,81,78,80
1430,81,78,80
1451,81,78,80
1472,81,78,80
1493,81,78,80
1514,80,75,79
1535,80,77,79
1556,80,77,79
1577,79,77,79
1598,79,79,79
1619,79,76,78
1640,79,76,78
1661,78,76,78
1682,78,78,78
1703,78,78,78
1724,77,75,77
1745,77,77,77
1766,77,77,77
1787,76,77,77
1808,76,79,77
1829,75,79,77
1850,75,78,76
1871,75,78,76
1892,75,78,76
1913,74,78,76
1934,74,80,76
1955,74,77,75
1976,74,77,75
1997,73,77,75
2018,73,79,75
2039,73,79,75
2060,73,76,74
2081,72,73,73
2102,72,75,73
2123,72,75,73
2144,71,75,73
2165,71,77,73
2186,71,74,72
2207,70,74,72
2228,69,76,72
2249,69,78,72
2270,69,78,72
2291,68,72,70
2312,68,74,70
2333,67,74,70
2354,67,76,70
2375,67,76,70
2396,66,76,70
2417,66,75,69
2438,66,75,69
2459,66,72,68
2480,65,72,68
2501,65,74,68
2522,65,71,67
2543,65,71,67
2564,65,71,67
2585,64,71,67
2606,64,70,66
2627,64,67,65
2648,64,67,65
2669,64,67,65
2690,64,67,65
2711,64,67,65
2732,63,67,65
2753,63,63,63
2774,63,63,63
2795,63,63,63
2816,62,63,63
2837,62,65,63
2858,62,62,62
2879,62,59,61
2900,62,59,61
2921,62,59,61
2942,61,59,61
2963,61,61,61
2984,61,58,60
3005,61,55,59
3026,61,55,59
3047,61,55,59
3068,61,55,59
3089,61,52,58
3110,60,52,58
3131,60,51,57
3152,60,51,57
3173,60,51,57
3194,60,48,56
3215,60,48,56
3236,60,45,55
3257,60,45,55
3278,60,45,55
3299,60,45,55
3320,60,42,54
3341,60,42,54
3362,59,39,53
3383,59,41,53
3404,59,41,53
3425,59,38,52
3446,59,38,52
3467,59,38,52
3488,59,38,52
3509,59,35,51
3530,59,35,51
3551,59,32,50
3572,59,32,50
3593,59,32,50
3614,59,32,50
3635,58,29,49
3656,58,28,48
3677,58,28,48
3698,58,28,48
3719,58,28,48
3740,58,28,48
3761,58,25,47
3782,58,22,46
3803,58,22,46
3824,58,22,46
3845,58,22,46
3866,57,22,46
3887,57,21,45
3908,57,21,45
3929,57,21,45
3950,57,18,44
3971,57,18,44
3992,57,15,43
4013,57,15,43
4034,57,15,43
4055,57,15,43
4076,57,15,43
4097,56,15,43
4118,56,14,42
4139,56,14,42
4160,56,14,42
4181,56,11,41
4202,55,11,41
4223,55,10,40
4244,55,10,40
4265,55,10,40
4286,55,10,40
4307,55,10,40
4328,54,7,39
4349,54,9,39
4370,54,9,39
4391,53,9,39
4412,53,11,39
4433,53,11,39
4454,52,8,38
4475,52,10,38
4496,52,10,38
4517,51,10,38
4538,51,12,38
4559,50,9,37
4580,49,11,37
4601,49,13,37
4622,48,13,37
4643,48,15,37
4664,47,12,36
4685,46,14,36
4706,46,16,36
4727,45,16,36
4748,44,18,36
4769,43,20,36
4790,43,19,35
4811,42,19,35
4832,41,21,35
4853,41,23,35
4874,40,23,35
4895,40,22,34
4916,39,22,34
4937,39,24,34
4958,39,24,34
4979,38,24,34
5000,38,26,34
5021,38,23,33
5042,37,23,33
5063,37,25,33
5084,37,25,33
5105,36,25,33
5126,36,24,32
5147,36,24,32
5168,36,27,33
5189,36,27,33
5210,35,27,33
