ms,current,servoWrite,wanted
4,32,148,32
52,32,147,31
93,32,147,31
134,32,147,31
175,32,147,31
216,32,147,31
257,33,148,32
304,33,23,32
351,33,23,32
398,33,22,32
445,33,21,32
492,33,24,33
539,33,20,32
586,33,23,33
633,33,23,33
680,33,23,33
727,33,27,34
774,33,32,35
821,33,30,34
868,32,35,35
915,32,43,36
962,32,47,36
1009,32,55,37
1056,32,64,38
1103,32,70,38
1150,33,80,39
1197,33,88,40
1244,33,95,40
1291,33,106,41
1338,34,118,42
1386,34,124,42
1433,35,136,43
1480,36,146,44
1527,36,156,45
1575,37,169,46
1623,39,180,47
1671,40,180,48
1718,43,180,49
1766,45,180,51
1813,47,180,51
1861,50,180,53
1909,51,180,54
1957,53,180,55
2005,54,180,56
2053,55,180,58
2101,56,180,58
2149,57,180,60
2197,57,180,61
2245,58,180,62
2293,58,180,63
2341,58,180,65
2389,59,180,65
2437,59,180,67
2485,59,180,68
2533,59,180,69
2581,60,180,70
2629,60,180,72
2677,60,180,72
2725,60,180,74
2773,61,180,75
2821,61,180,76
2869,61,180,77
2917,61,180,78
2965,61,180,79
3013,62,180,80
3061,62,180,81
3109,63,180,81
3157,63,180,82
3205,63,180,83
3253,64,180,83
3301,65,180,84
3349,67,180,85
3397,69,180,85
3445,72,180,86
3493,76,180,87
3541,79,180,87
3589,81,180,88
3637,82,180,89
3685,83,180,88
3733,84,180,89
3781,84,180,90
3829,84,180,89
3877,85,180,90
3925,85,180,91
3973,85,180,91
4021,86,180,91
4069,86,180,91
4117,86,180,92
4165,86,180,91
4213,87,180,92
4261,87,180,92
4309,87,180,91
4357,87,180,92
4405,87,180,90
4453,88,180,90
