ms,current,servoWrite,wanted
2,30,150,30
23,30,149,29
44,30,149,29
65,30,149,29
86,30,149,29
107,30,150,30
128,30,149,29
149,30,149,29
170,30,150,30
191,30,150,30
212,30,149,29
233,31,25,29
254,31,27,30
275,31,27,30
296,31,27,30
317,31,27,30
338,32,26,30
359,32,24,30
380,32,27,31
401,32,23,30
422,32,23,30
443,32,23,30
464,32,27,31
485,32,26,31
527,32,26,31
548,31,26,31
569,31,29,31
590,31,28,31
611,31,32,32
632,31,28,31
653,31,29,31
674,31,32,32
695,31,32,32
716,31,32,32
737,31,35,33
758,31,35,33
779,31,36,33
800,31,32,32
821,31,36,33
842,31,36,33
863,31,36,33
884,31,40,34
905,31,40,34
926,31,41,34
947,31,41,34
968,31,45,35
989,31,45,35
1010,31,46,35
1031,31,50,36
1052,31,50,36
1073,31,51,36
1094,31,55,37
1115,31,55,37
1136,31,56,37
1157,31,57,37
1178,31,61,38
1199,31,61,38
1220,31,62,38
1241,31,67,39
1262,31,67,39
1283,31,68,39
1304,32,69,39
1325,32,71,40
1346,32,71,40
1367,32,72,40
1388,32,77,41
1409,33,78,41
1430,33,76,41
1451,34,80,42
1472,34,78,42
1493,34,79,42
1514,35,84,43
1535,36,86,44
1556,36,84,44
1577,37,85,44
1598,38,87,45
1619,39,85,45
1640,40,83,45
1661,41,81,45
1682,43,86,47
1703,44,81,47
1724,45,79,47
1745,46,80,48
1766,47,78,48
1787,48,76,48
1808,48,81,50
1829,49,81,50
1850,49,78,50
1871,50,78,50
1892,50,79,51
1913,51,83,52
1934,51,81,52
1955,52,85,53
1976,52,82,53
1997,52,86,54
2018,52,86,54
2039,53,90,55
2060,53,87,55
2081,53,88,55
2102,54,95,57
2123,54,93,57
2144,54,93,57
2165,54,97,58
2186,54,101,59
2207,54,102,59
2228,54,102,59
2249,55,106,60
2270,55,104,60
2291,55,108,61
2312,55,113,62
2333,55,113,62
2354,55,114,62
2375,55,118,63
2396,55,123,64
2417,56,123,64
2438,56,122,64
2459,56,130,66
2480,56,131,66
2501,56,132,66
2522,56,137,67
2543,56,137,67
2564,56,142,68
2585,56,143,68
2606,56,148,69
2627,56,149,69
2648,56,155,70
2669,57,160,71
2690,57,158,71
2711,57,160,71
2732,57,161,71
2753,57,166,72
2774,57,171,73
2795,57,173,73
2816,58,178,74
2837,58,177,74
2858,58,179,74
2879,58,180,76
2900,58,180,76
2921,59,180,76
2942,59,180,76
2963,59,180,77
2984,59,180,77
3005,59,180,77
3026,60,180,78
3047,60,180,79
3068,60,180,79
3089,60,180,79
3110,61,180,80
3131,61,180,80
3152,61,180,80
3173,62,180,81
3194,62,180,81
3215,63,180,81
3236,64,180,82
3257,64,180,82
3278,65,180,82
3299,66,180,82
3320,67,180,83
3341,69,180,83
3362,71,180,83
3383,72,180,84
3404,74,180,84
3425,75,180,84
3446,76,180,84
3467,77,180,85
3488,77,180,85
3509,78,180,85
3530,79,180,86
3551,79,180,86
3572,80,180,86
3593,80,180,87
3614,80,180,87
3635,80,180,87
3656,81,180,87
3677,81,180,88
3698,81,180,88
3719,81,180,88
3740,81,180,89
3761,81,180,88
3782,82,180,88
3803,82,180,88
3824,82,180,89
3845,82,180,89
3866,82,180,89
3887,82,180,90
3908,82,180,90
3929,82,180,89
3950,82,180,90
3971,82,180,90
3992,82,180,90
4013,83,180,90
4034,83,180,91
4055,83,180,90
4076,83,180,90
4097,83,180,91
4118,83,180,91
4139,83,180,91
4160,83,180,90
4181,83,180,91
4202,84,180,91
4223,84,180,91
4244,84,180,92
4265,84,180,91
4286,84,180,91
4307,84,180,92
4328,84,180,92
4349,84,180,91
4370,84,180,91
4391,84,180,92
4412,84,180,92
4433,84,180,91
4454,85,180,92
4475,85,180,92
4496,85,180,92
4517,85,180,92
4538,85,180,90
4559,85,180,90
4580,86,180,90
4601,86,180,90
4622,86,180,90
4643,86,180,90
4664,86,180,90
4685,86,180,90
4706,87,180,90
4727,87,180,90
4748,87,180,90
4769,87,180,90
4790,88,180,90
