ms,current,servoWrite,wanted
4,119,0,119
52,119,0,118
93,119,0,118
134,119,0,117
176,119,0,117
224,117,96,116
272,115,100,115
320,113,107,115
368,113,114,114
416,112,112,114
464,112,113,113
512,112,111,112
560,111,108,112
608,111,109,111
656,111,105,110
704,110,101,110
752,110,101,109
800,110,96,108
848,109,91,108
896,109,90,107
944,108,85,107
992,108,84,106
1040,108,78,105
1088,107,72,105
1136,107,70,104
1184,107,62,103
1232,106,55,103
1280,106,53,102
1328,106,44,101
1376,106,36,101
1424,105,27,100
1472,105,23,99
1520,105,14,99
1568,104,3,98
1616,104,0,98
1664,104,0,97
1712,103,0,96
1760,103,0,96
1808,103,0,95
1856,102,0,94
1904,102,0,94
1952,101,0,93
2000,100,0,92
2048,98,0,92
2096,96,0,91
2144,93,0,91
2192,89,0,90
2240,86,0,89
2288,84,0,89
2336,83,0,88
2384,82,0,87
2432,81,0,87
2480,81,0,86
2528,81,0,85
2576,80,0,85
2624,80,0,84
2672,80,0,83
2720,80,0,83
2768,79,0,82
2816,79,0,82
2864,79,0,81
2912,79,0,80
2960,79,0,80
3008,78,0,79
3056,78,0,78
3104,78,0,78
3152,78,0,77
3200,78,0,76
3248,77,0,76
3296,77,0,75
3344,77,0,75
3392,77,0,74
3440,76,0,73
3488,76,0,73
3536,76,0,72
3584,75,0,71
3632,75,0,71
3680,74,0,70
3728,74,0,69
3776,73,0,69
3824,72,0,68
3872,71,0,67
3920,70,0,67
3968,69,0,66
4016,67,0,66
4064,65,0,65
4112,64,0,64
4160,62,0,64
4208,60,0,63
4256,59,0,62
4304,58,0,62
4352,57,0,61
4400,56,0,60
4448,56,0,60
4496,55,0,59
4544,54,0,59
4592,54,0,58
4640,53,0,57
4688,53,0,57
4736,53,0,56
4784,53,0,55
4832,52,0,55
4880,52,0,54
4928,52,0,53
4976,52,0,53
5024,51,0,52
5072,51,0,51
5120,51,0,51
5168,51,0,50
5216,51,0,50
5264,51,0,49
5312,50,0,48
5360,50,0,48
5408,50,0,47
5456,50,0,46
5504,50,0,46
5552,50,0,45
5600,49,0,44
5648,49,0,44
5696,49,0,43
5744,49,0,43
5792,49,0,42
5840,49,0,41
5888,48,0,41
5936,48,0,40
5984,48,0,39
6032,48,0,39
6080,47,0,38
6128,47,0,37
6176,47,0,37
6224,46,0,36
6272,46,0,35
6320,45,0,35
6368,44,0,34
6416,43,0,34
6464,42,0,33
6512,44,0,32
6560,39,0,32
6608,38,0,32
6656,36,0,32
6704,35,0,32
6752,33,0,32
