ms,current,servoWrite,wanted
4,32,180,32
52,32,180,32
94,32,180,32
136,32,181,33
178,32,181,33
220,32,182,34
262,33,182,34
309,34,45,35
356,34,48,36
403,35,51,36
450,35,52,37
497,35,56,38
544,35,59,38
591,35,63,39
638,35,67,39
685,36,72,40
732,36,74,41
779,37,78,41
826,39,80,42
873,41,79,43
920,43,76,43
968,45,74,44
1016,46,71,44
1064,47,71,45
1112,48,71,46
1160,49,70,46
1208,49,69,47
1256,50,72,48
1304,50,70,48
1352,50,73,49
1400,50,75,50
1448,51,77,50
1496,51,77,51
1544,52,80,52
1592,52,80,52
1640,53,83,53
1688,53,82,53
1736,53,86,54
1784,53,89,55
1832,54,92,55
1880,54,93,56
1928,54,97,57
1977,55,100,57
2026,55,101,58
2075,55,106,59
2124,55,109,59
2173,56,114,60
2222,56,116,61
2271,56,120,61
2320,56,125,62
2369,56,130,62
2418,56,135,63
2467,57,141,64
2516,57,143,64
2565,57,150,65
2614,57,156,66
2663,57,161,66
2712,58,168,67
2761,58,172,68
2859,59,180,69
2908,60,180,70
2957,62,180,70
3006,64,180,71
3055,67,180,72
3104,70,180,72
3153,73,180,73
3202,75,180,74
3251,76,180,74
3300,78,180,75
3349,79,177,76
3398,79,176,76
3447,80,178,77
3496,80,177,78
3545,81,178,78
3594,81,177,79
3643,81,179,79
3692,82,180,80
3741,82,180,81
3790,82,180,81
3839,82,180,82
3888,82,180,83
3937,83,180,83
3986,83,180,84
4034,83,180,85
4082,84,180,85
4131,84,180,86
4179,84,180,87
4227,84,180,87
4275,84,180,88
4324,85,180,89
4373,85,180,89
4421,85,180,90
4469,86,180,91
4518,86,180,91
4566,86,180,92
4615,87,180,92
4664,87,180,93
4712,88,180,94
4761,89,180,94
4810,90,180,95
4859,90,180,96
4907,92,180,96
4956,93,180,97
5005,94,180,98
5054,96,180,98
5103,97,180,99
5152,99,180,100
5201,100,180,100
5250,102,180,101
5299,103,180,102
5348,105,180,102
