ms,current,servoWrite,wanted
4,100,0,100
52,100,0,99
93,99,0,99
141,97,145,98
189,95,111,98
237,93,129,97
285,93,149,96
333,93,146,96
381,93,143,95
429,93,140,94
477,93,136,94
525,94,130,93
573,94,109,92
621,95,100,92
669,95,76,91
717,94,63,91
765,92,60,90
813,90,69,89
861,88,81,89
909,87,94,88
957,85,96,87
1005,84,116,87
1054,83,122,86
1103,83,130,85
1152,83,127,85
1201,83,122,84
1250,83,117,83
1299,83,111,83
1348,83,102,82
1396,83,93,81
1444,83,83,81
1492,82,72,80
1540,82,73,80
1588,81,59,79
1636,81,59,78
1685,81,45,78
1734,80,31,77
1782,80,28,76
1831,80,13,76
1879,79,0,75
1927,79,0,74
1975,79,0,74
2023,78,0,73
2071,78,0,72
2119,78,0,72
2167,78,0,71
2215,77,0,71
2263,77,0,70
2311,77,0,69
2359,76,0,69
2407,76,0,68
2455,75,0,67
2503,75,0,67
2551,74,0,66
2599,73,0,65
2647,71,0,65
2695,68,0,64
2743,65,0,64
2791,62,0,63
2839,59,0,62
2887,57,0,62
2935,56,0,61
2983,55,0,60
3031,54,0,60
3079,54,0,59
3127,54,0,58
3175,53,0,58
3223,53,0,57
3271,53,0,56
3319,53,0,56
3367,52,0,55
3415,52,0,55
3463,52,0,54
3511,52,0,53
3559,51,0,53
3607,51,0,52
3655,51,0,51
3703,51,0,51
3751,51,0,50
3799,50,0,49
3847,50,0,49
3895,50,0,48
3943,50,0,48
3991,49,0,47
4039,49,0,46
4087,48,0,46
4135,48,0,45
4183,47,0,44
4231,47,0,44
4279,46,0,43
4327,45,0,42
4375,44,0,42
4423,43,0,41
4471,42,0,40
4519,40,0,40
4567,39,0,39
4615,37,0,39
4663,35,0,38
4711,33,0,37
