ms,current,servoWrite,wanted
4,99,0,99
52,99,0,98
93,99,0,98
134,98,0,97
182,96,120,97
230,93,100,96
278,92,122,95
326,91,125,95
374,91,131,94
422,91,126,93
470,91,123,93
518,91,119,92
566,91,115,92
614,91,109,91
662,91,103,90
710,90,97,90
758,89,99,89
806,88,101,88
854,87,104,88
902,86,107,87
950,86,109,86
998,86,103,86
1046,85,97,85
1094,85,101,85
1142,85,93,84
1190,84,85,83
1238,84,89,83
1286,83,81,82
1334,83,82,81
1382,83,74,81
1430,83,66,80
1478,82,56,79
1526,82,58,79
1574,82,47,78
1622,81,37,77
1670,81,38,77
1718,81,26,76
1766,81,16,76
1814,80,4,75
1862,80,2,74
1910,80,0,74
1958,79,0,73
2006,79,0,72
2054,79,0,72
2102,79,0,71
2150,78,0,70
2198,77,0,70
2246,77,0,69
2294,76,0,69
2342,74,0,68
2390,72,0,67
2438,70,0,67
2486,66,0,66
2534,62,0,65
2582,60,0,65
2630,59,0,64
2678,58,0,63
2726,57,6,63
2774,57,14,62
2822,56,11,61
2870,56,21,61
2918,56,18,60
2966,55,17,60
3014,55,24,59
3062,55,20,58
3110,55,18,58
3158,55,15,57
3206,54,11,56
3254,54,17,56
3302,54,11,55
3350,54,6,54
3398,54,1,54
3446,53,0,53
3494,53,0,53
3542,53,0,52
3590,53,0,51
3638,53,0,51
3686,52,0,50
3734,52,0,49
3782,52,0,49
3830,51,0,48
3878,51,0,47
3926,51,0,47
3974,50,0,46
4022,50,0,45
4070,49,0,45
4118,49,0,44
4166,48,0,44
4214,47,0,43
4262,46,0,42
4310,44,0,42
4358,43,0,41
4406,41,0,40
4454,40,0,40
4502,38,0,39
4550,37,0,38
4598,35,0,38
4646,34,0,37
