ms,current,servoWrite,wanted
4,101,0,101
52,101,0,100
100,100,125,100
148,98,93,99
196,96,110,98
244,95,131,98
292,94,139,97
340,94,149,97
388,94,145,96
436,94,140,95
484,94,134,95
532,94,127,94
580,95,118,93
628,95,94,93
676,95,82,92
724,95,67,91
772,93,52,91
820,91,64,90
868,89,78,90
916,87,93,89
964,85,112,88
1012,85,134,88
1061,84,129,87
1110,84,139,86
1159,84,135,86
1208,84,129,85
1257,85,122,84
1306,85,100,84
1354,85,88,83
1402,85,77,82
1450,84,63,82
1498,83,62,81
1546,83,62,80
1594,82,48,80
1642,82,47,79
1691,81,33,79
1739,81,32,78
1788,80,16,77
1836,80,15,77
1884,80,0,76
1932,79,0,75
1980,79,0,75
2028,79,0,74
2076,79,0,73
2124,78,0,73
2172,78,0,72
2220,78,0,71
2268,77,0,71
2316,77,0,70
2364,77,0,70
2412,76,0,69
2460,76,0,68
2508,75,0,68
2556,75,0,67
2604,74,0,66
2652,73,0,66
2700,71,0,65
2748,68,0,64
2796,65,0,64
2844,61,0,63
2892,58,0,63
2940,56,0,62
2988,55,0,61
3036,55,0,61
3084,54,0,60
3132,54,0,59
3180,53,0,59
3228,53,0,58
3276,53,0,57
3324,53,0,57
3372,53,0,56
3420,52,0,55
3468,52,0,55
3516,52,0,54
3564,52,0,54
3612,51,0,53
3660,51,0,52
3708,51,0,52
3756,51,0,51
3804,51,0,50
3852,50,0,50
3900,50,0,49
3948,50,0,48
3996,49,0,48
4044,49,0,47
4092,49,0,47
4140,48,0,46
4188,48,0,45
4236,47,0,45
4284,47,0,44
4332,46,0,43
4380,45,0,43
4428,45,0,42
4476,43,0,41
4524,42,0,41
4572,40,0,40
4620,39,0,39
4668,37,0,39
4716,35,0,38
4764,34,0,38
4812,32,0,37
4860,31,0,36
