ms,current,servoWrite,wanted
4,109,0,109
52,109,0,108
94,109,0,108
136,109,0,107
178,108,0,107
226,108,128,106
274,108,66,105
322,108,54,105
370,107,40,104
418,107,41,104
466,106,23,103
514,106,22,102
562,105,5,102
610,103,3,101
658,102,15,100
706,99,12,100
754,97,41,99
802,94,55,98
850,92,90,98
898,91,110,97
946,90,121,96
994,88,137,96
1042,88,168,95
1091,88,170,95
1140,88,175,94
1189,89,179,93
1238,89,168,93
1287,91,170,92
1336,92,138,91
1385,93,123,91
1434,93,100,90
1483,93,90,89
1531,93,76,89
1579,92,60,88
1627,91,57,87
1675,89,54,87
1723,88,64,86
1771,87,60,85
1819,86,60,85
1867,85,60,84
1915,85,62,84
1964,84,48,83
2012,84,51,82
2061,83,38,82
2109,83,40,81
2158,83,26,80
2207,82,14,80
2255,82,14,79
2303,82,0,78
2351,81,0,78
2399,81,0,77
2447,81,0,76
2495,81,0,76
2543,80,0,75
2591,80,0,75
2639,80,0,74
2687,79,0,73
2735,79,0,73
2783,79,0,72
2831,78,0,71
2879,78,0,71
2927,77,0,70
2975,75,0,69
3023,74,0,69
3071,71,0,68
3119,68,0,68
3167,64,0,67
3215,61,0,66
3263,59,0,66
3311,58,0,65
3359,58,0,64
3407,57,0,64
3455,57,0,63
3503,57,0,62
3551,56,0,62
3599,56,0,61
3647,55,0,60
3695,55,1,60
3743,55,0,59
3791,55,2,59
3839,55,1,58
3887,54,0,57
3936,54,12,57
3984,54,6,56
4032,54,3,55
4080,54,0,55
4128,53,0,54
4176,53,0,53
4224,53,0,53
4272,53,0,52
4320,53,0,51
4368,52,0,51
4416,52,0,50
4464,51,0,50
4512,51,0,49
4560,50,0,48
4608,50,0,48
4656,49,0,47
4704,49,0,46
4752,48,0,46
4800,47,0,45
4848,45,0,44
4896,44,0,44
4944,43,0,43
4992,41,0,43
5040,39,0,42
5088,37,0,41
5136,36,0,41
5184,35,0,40
