ms,current,servoWrite,wanted
4,36,166,36
52,36,166,36
94,36,166,36
136,36,167,37
178,36,167,37
220,36,168,38
262,37,168,38
309,39,51,39
356,41,60,40
403,41,54,40
450,41,61,41
497,41,66,42
544,41,70,42
591,42,75,43
638,44,74,43
685,46,69,44
733,47,64,45
781,48,63,45
829,48,61,46
877,48,65,47
925,48,67,47
973,48,71,48
1021,49,76,49
1069,50,73,49
1117,51,73,50
1165,51,72,50
1213,52,77,51
1261,52,76,52
1309,52,81,52
1357,53,86,53
1405,53,85,54
1453,54,91,54
1501,54,90,55
1549,55,97,56
1597,55,96,56
1646,56,104,57
1695,56,104,58
1743,56,110,58
1791,56,117,59
1839,57,124,59
1888,57,125,60
1937,57,135,61
1986,57,142,61
2035,58,151,62
2084,58,155,63
2133,58,165,63
2182,58,175,64
2231,58,180,65
2280,59,180,65
2329,59,180,66
2378,59,180,67
2427,59,180,67
2476,60,180,68
2525,60,180,69
2574,61,180,69
2623,62,180,70
2672,63,180,71
2721,61,180,71
2770,68,180,72
2819,71,180,72
2868,74,180,73
2917,77,180,74
2966,78,180,74
3015,79,180,75
3064,80,180,76
3113,81,180,76
3162,81,180,77
3211,82,180,78
3260,82,180,78
3309,83,180,79
3358,83,180,80
3407,83,180,80
3456,84,180,81
3505,84,180,82
3554,84,180,82
3603,84,180,83
3651,84,180,84
3699,85,180,84
3748,85,180,85
3796,85,180,86
3844,85,180,86
3893,86,180,87
3942,86,180,87
3991,86,180,88
4040,86,180,89
4088,87,180,89
4137,87,180,90
4186,87,180,91
4235,88,180,91
4284,88,180,92
4333,89,180,93
4382,89,180,93
4430,90,180,94
4479,91,180,95
4528,92,180,95
4577,93,180,96
4626,94,180,97
4675,96,180,97
4724,97,180,98
4773,99,180,99
