ms,current,servoWrite,wanted
4,103,0,103
52,103,0,102
94,102,0,102
142,101,150,101
190,99,101,101
238,97,108,100
286,96,115,99
334,96,118,99
382,95,116,98
430,95,121,97
478,94,119,97
526,94,123,96
574,94,120,95
622,94,119,95
670,94,116,94
718,94,113,94
766,93,109,93
814,92,111,92
862,91,112,92
910,91,113,91
958,90,108,90
1006,89,111,90
1055,89,112,89
1104,88,107,88
1153,88,110,88
1202,87,104,87
1251,87,106,86
1300,86,101,86
1349,86,103,85
1397,86,97,84
1445,85,93,84
1493,85,93,83
1541,85,87,83
1590,84,82,82
1638,84,81,81
1686,83,75,81
1734,83,74,80
1783,83,66,79
1831,83,59,79
1880,82,51,78
1929,82,49,77
1978,82,40,77
2027,81,31,76
2076,81,28,75
2125,81,18,75
2173,81,8,74
2221,80,0,73
2269,80,0,73
2317,79,0,72
2365,79,0,72
2413,79,0,71
2461,78,0,70
2509,77,0,70
2557,77,0,69
2605,75,0,68
2653,76,0,68
2701,70,0,67
2749,65,0,66
2797,62,0,66
2845,60,0,65
2893,59,0,65
2941,58,0,64
2989,58,0,63
3037,57,0,63
3085,57,0,62
3133,57,0,61
3181,56,0,61
3229,56,0,60
3277,56,0,59
3325,56,0,59
3373,55,0,58
3421,55,2,57
3469,55,1,57
3517,55,0,56
3565,55,0,56
3613,54,0,55
3661,54,0,54
3709,54,0,54
3757,54,0,53
3805,53,0,52
3853,53,0,52
3901,53,0,51
3949,53,0,50
3997,52,0,50
4045,52,0,49
4093,52,0,49
4141,51,0,48
4189,51,0,47
4237,50,0,47
4285,49,0,46
4333,49,0,45
4381,48,0,45
4429,47,0,44
4477,45,0,43
4525,44,0,43
4573,42,0,42
4621,41,0,41
4669,39,0,41
4717,37,0,40
4765,36,0,40
