ms,current,servoWrite,wanted
4,35,171,35
52,35,171,35
94,35,171,35
136,35,172,36
178,35,172,36
220,35,173,37
262,37,173,37
309,39,47,38
356,41,48,39
403,41,39,39
450,41,45,40
497,41,50,41
544,41,54,41
591,41,60,42
638,41,66,42
685,41,73,43
732,41,81,44
779,41,89,44
826,43,98,45
874,45,92,46
922,47,85,46
970,49,79,47
1066,50,68,48
1114,51,73,49
1162,51,69,49
1210,51,74,50
1258,51,79,51
1306,51,84,51
1354,52,90,52
1402,52,89,53
1450,53,96,53
1498,53,95,54
1546,54,103,55
1595,54,101,55
1643,54,110,56
1691,55,116,56
1740,55,117,57
1788,55,126,58
1837,55,134,58
1886,56,143,59
1935,56,145,60
1984,56,155,60
2033,56,166,61
2082,56,177,62
2131,57,180,62
2180,57,180,63
2229,57,180,64
2278,57,180,64
2327,57,180,65
2376,58,180,66
2425,58,180,66
2474,59,180,67
2523,59,180,68
2572,60,180,68
2621,61,180,69
2670,63,180,70
2719,65,180,70
2768,69,180,71
2817,72,180,71
2866,75,180,72
2915,76,180,73
2964,77,180,73
3013,79,180,74
3062,79,180,75
3111,80,180,75
3160,80,180,76
3209,81,180,77
3258,81,180,77
3307,81,180,78
3356,82,180,79
3405,82,180,79
3454,82,180,80
3503,82,180,81
3552,83,180,81
3601,83,180,82
3649,83,180,83
3697,83,180,83
3745,84,180,84
3794,84,180,84
3842,84,180,85
3890,84,180,86
3938,85,180,86
3987,85,180,87
4035,85,180,88
4083,85,180,88
4131,86,180,89
4180,86,180,90
4228,86,180,90
4276,87,180,91
4325,87,180,92
4373,88,180,92
4422,89,180,93
4471,90,180,94
4520,91,180,94
4569,92,180,95
4618,93,180,95
4667,95,180,96
4716,96,180,97
4765,98,180,97
4814,99,180,98
4863,101,180,99
