ms,current,servoWrite,wanted
4,99,0,99
52,99,0,98
93,99,0,98
140,97,62,97
187,95,79,97
235,92,105,96
283,91,163,95
331,90,180,95
379,90,180,94
427,90,180,93
475,90,180,93
523,90,180,92
571,91,180,91
619,92,180,91
667,94,180,90
715,95,180,90
763,96,123,89
811,97,46,88
858,97,0,88
905,97,0,87
952,96,0,86
999,95,0,86
1046,92,0,85
1094,90,0,85
1142,89,0,84
1190,87,0,83
1238,85,0,83
1286,84,0,82
1334,83,0,81
1382,82,0,81
1430,82,0,80
1478,81,0,79
1526,81,0,79
1574,80,0,78
1622,80,0,77
1670,80,0,77
1718,79,0,76
1766,79,0,76
1814,79,0,75
1862,79,0,74
1910,78,0,74
1958,78,0,73
2006,78,0,72
2054,77,0,72
2102,77,0,71
2150,77,0,70
2198,76,0,70
2246,76,0,69
2294,76,0,69
2342,75,0,68
2390,75,0,67
2438,74,0,67
2486,73,0,66
2534,71,0,65
2582,68,0,65
2630,65,0,64
2678,61,0,63
2726,58,0,63
2774,56,0,62
2822,55,0,61
2870,55,0,61
2918,54,0,60
2966,54,0,60
3014,53,0,59
3062,53,0,58
3110,53,0,58
3158,52,0,57
3206,52,0,56
3254,52,0,56
3302,52,0,55
3350,51,0,54
3398,51,0,54
3446,51,0,53
3494,51,0,53
3542,51,0,52
3590,51,0,51
3638,51,0,51
3686,50,0,50
3734,50,0,49
3782,50,0,49
3830,49,0,48
3878,49,0,47
3926,49,0,47
3974,48,0,46
4022,48,0,45
4070,47,0,45
4118,47,0,44
4166,47,0,44
4214,46,0,43
4262,45,0,42
4310,45,0,42
4358,44,0,41
4406,42,0,40
4454,41,0,40
4502,39,0,39
4550,38,0,38
4598,36,0,38
4646,35,0,37
4694,33,0,37
4742,32,0,36
4790,31,0,35
4838,30,0,35
4886,29,0,34
4934,28,0,33
4982,28,0,33
5030,27,0,32
5078,27,0,31
5126,26,0,31
5174,26,0,30
5222,26,0,29
5270,26,0,29
5318,25,0,28
