ms,current,servoWrite,wanted
4,33,173,33
52,33,173,33
94,33,173,33
136,33,174,34
178,33,174,34
220,33,175,35
267,34,44,35
314,35,49,36
361,36,50,37
408,36,50,37
455,36,54,38
502,36,58,39
549,36,61,39
596,36,65,40
643,36,69,40
690,37,74,41
737,38,76,42
784,39,77,42
831,41,78,43
878,43,77,44
925,45,74,44
973,46,72,45
1021,47,72,46
1069,48,71,46
1117,49,71,47
1165,50,70,47
1213,50,69,48
1261,51,72,49
1309,51,70,49
1357,51,73,50
1405,51,76,51
1453,52,78,51
1501,52,78,52
1549,53,81,53
1597,53,80,53
1645,53,83,54
1693,54,86,54
1741,54,86,55
1789,54,90,56
1837,55,93,56
1885,55,94,57
1933,55,98,58
1982,55,101,58
2031,55,105,59
2080,56,110,60
2129,56,111,60
2178,56,116,61
2227,56,121,62
2276,57,125,62
2325,57,128,63
2374,57,133,64
2423,57,138,64
2472,57,144,65
2521,58,150,66
2570,58,153,66
2619,58,159,67
2668,58,165,67
2717,58,172,68
2766,59,179,69
2815,60,180,69
2864,60,180,70
2913,61,180,71
2962,63,180,71
3011,66,180,72
3060,69,180,73
3109,73,180,73
3158,75,180,74
3207,77,180,75
3256,78,179,75
3305,79,179,76
3354,80,179,77
3403,80,177,77
3452,81,179,78
3501,81,178,79
3550,82,180,79
3599,82,179,80
3648,82,180,81
3697,83,180,81
3746,83,180,82
3795,83,180,83
3844,83,180,83
3892,83,180,84
3940,84,180,84
3989,84,180,85
4038,84,180,86
4086,84,180,86
4134,85,180,87
4183,85,180,88
4232,85,180,88
4280,85,180,89
4328,86,180,90
4377,86,180,90
4425,86,180,91
4473,87,180,92
4522,87,180,92
4570,88,180,93
4619,88,180,93
4668,89,180,94
4717,90,180,95
4766,91,180,95
4815,92,180,96
4864,93,180,97
4913,94,180,97
4962,96,180,98
5011,97,180,99
5059,99,180,99
5108,100,180,100
5157,102,180,101
