ms,current,servoWrite,wanted
4,30,170,30
52,30,170,30
94,30,170,30
136,30,171,31
178,30,171,31
220,30,172,32
262,31,172,32
309,32,35,33
356,33,37,34
403,33,36,34
450,33,38,35
497,33,40,36
544,33,41,36
591,33,43,37
638,33,44,37
685,32,46,38
732,32,50,39
779,32,50,39
826,32,52,40
873,32,54,41
920,32,55,41
967,32,57,42
1014,32,58,42
1062,32,60,43
1110,32,62,44
1158,32,63,44
1206,33,65,45
1254,33,65,46
1302,34,66,46
1350,34,67,47
1398,35,69,48
1446,36,68,48
1494,38,68,49
1542,39,66,49
1590,40,67,50
1638,41,67,51
1686,42,67,51
1734,43,67,52
1782,44,68,53
1830,45,67,53
1878,45,68,54
1926,46,70,55
1974,47,69,55
2022,47,70,56
2070,48,72,57
2118,49,71,57
2166,49,71,58
2214,49,72,58
2262,50,74,59
2310,50,75,60
2358,50,76,60
2406,51,78,61
2454,51,78,62
2502,52,79,62
2550,52,80,63
2598,52,82,64
2646,52,83,64
2694,53,85,65
2742,53,84,65
2790,53,86,66
2838,53,88,67
2886,54,89,67
2934,54,89,68
2982,54,91,69
3030,54,92,69
3078,54,94,70
3126,55,96,71
3174,55,96,71
3222,55,98,72
3271,55,100,73
3320,55,101,73
3369,55,103,74
3418,55,104,74
3467,56,106,75
3516,56,106,76
3565,56,107,76
3614,56,109,77
3663,56,111,78
3712,56,112,78
3761,57,114,79
3810,57,114,80
3859,58,115,80
3908,58,116,81
3957,59,118,82
4006,60,117,82
4055,62,118,83
4104,65,116,84
4153,68,113,84
4202,70,110,85
4251,73,109,86
4300,74,106,86
4349,75,107,87
4398,76,107,88
4447,76,106,88
4496,77,109,89
4545,78,109,90
4594,78,108,90
4643,78,111,91
4692,79,112,91
4741,79,112,92
4790,79,114,93
4839,80,115,93
4888,80,115,94
4937,80,117,95
4986,80,118,95
5035,81,120,96
5084,81,121,97
5133,81,122,97
5182,81,124,98
5231,81,126,99
5280,81,127,99
5329,82,128,100
5378,82,126,100
5427,82,127,100
5476,82,127,100
5525,82,127,100
5574,83,127,100
5623,83,125,100
5672,83,125,100
5721,83,125,100
5770,83,125,100
5819,83,125,100
5868,83,125,100
5917,84,125,100
5966,84,123,100
6015,84,124,100
6064,84,124,100
6113,84,124,100
6162,84,124,100
6211,84,124,100
6260,84,124,100
6309,84,124,100
6358,84,124,100
6407,85,124,100
6456,85,122,100
6505,85,122,100
6554,85,122,100
6603,85,122,100
6652,85,122,100
6701,85,122,100
6750,85,122,100
6799,85,122,100
6848,85,122,100
6897,86,122,100
6946,86,120,100
6995,86,121,100
7044,86,121,100
7093,86,121,100
7142,86,121,100
7191,86,121,100
7240,86,121,100
7289,86,121,100
7338,86,121,100
7387,86,121,100
7436,86,121,100
7485,86,121,100
7534,86,121,100
7583,86,121,100
7632,86,121,100
7681,86,121,100
7730,86,121,100
7779,86,121,100
7828,86,121,100
7877,86,121,100
7926,86,121,100
7975,86,121,100
8024,86,121,100
8073,86,121,100
8122,86,121,100
8171,86,121,100
8220,86,121,100
8269,86,121,100
8318,86,121,100
8367,86,121,100
8416,86,121,100
8465,86,121,100
8514,86,121,100
8563,86,121,100
8612,86,121,100
8661,86,121,100
8710,86,121,100
8759,86,121,100
8808,86,121,100
8857,86,121,100
8906,86,121,100
8955,86,121,100
9004,86,121,100
9053,86,121,100
9102,86,121,100
9151,86,121,100
9200,86,121,100
9249,86,121,100
9298,86,121,100
9347,86,121,100
9396,86,121,100
9445,86,121,100
9494,86,121,100
9543,86,121,100
9592,86,121,100
9641,86,121,100
9690,86,121,100
9739,86,121,100
9788,86,121,100
9837,86,121,100
9886,86,121,100
9935,86,121,100
9984,86,121,100
10033,86,121,100
10082,86,121,100
10131,86,121,100
10180,86,121,100
10229,86,121,100
10278,86,121,100
10327,86,121,100
10376,86,121,100
10425,86,121,100
10474,86,121,100
10523,86,121,100
10572,86,121,100
10621,86,121,100
10670,86,121,100
10719,86,121,100
10768,86,121,100
10817,86,121,100
10866,86,121,100
10915,86,121,100
10964,86,121,100
11013,86,121,100
11062,86,121,100
11111,86,121,100
11160,86,121,100
11209,86,121,100
11307,86,121,100
11356,86,121,100
11405,86,121,100
11454,86,121,100
11503,86,121,100
11552,86,121,100
11601,86,121,100
11650,86,121,100
11699,86,121,100
11748,86,121,100
11797,86,121,100
11846,86,121,100
11895,86,121,100
11944,86,121,100
11993,86,121,100
12042,86,121,100
12091,86,121,100
12140,86,121,100
12189,86,121,100
12238,86,121,100
12287,86,121,100
12336,86,121,100
12385,86,121,100
12434,86,121,100
12483,86,121,100
12532,86,121,100
12581,86,121,100
12630,86,121,100
12679,86,121,100
12728,86,121,100
12777,86,121,100
12826,86,121,100
12875,86,121,100
12924,86,121,100
12973,86,121,100
13022,86,121,100
13071,86,121,100
13120,86,121,100
13169,86,121,100
13218,86,121,100
13267,86,121,100
13316,86,121,100
13365,86,121,100
13414,86,121,100
13463,86,121,100
